node_id	feature	label	feature_dim	2325
0	224,392,404,1538,1567,2045,2285	0
1	243,391,464,565,759,797,856,916,1070,1313,1520,1563,1600,1666,1793,1857,1935,1995,2135,2244	3
2	39,83,90,101,120,175,202,272,433,509,561,789,924,1019,1074,1076,1142,1167,1303,1304,1323,1384,1416,1455,1495,1510,1554,1632,1640,1753,1766,1834,1846,1882,2029,2048,2104,2115,2138,2267,2272,2284,2305	3
3	127,270,360,401,413,706,766,872,902,1041,1247,1343,1366,1429,1455,1466,1796,1821,1837,2248,2252,2281,2288,2303,2323	4
4	6,15,22,35,55,56,145,163,187,248,314,328,358,380,437,490,583,602,631,663,727,730,851,853,872,879,940,943,989,1009,1015,1018,1042,1082,1099,1168,1178,1228,1311,1358,1404,1462,1478,1597,1602,1632,1653,1753,1755,1811,1831,1929,1980,2002,2021,2087,2127,2160,2204,2239,2261,2300	2
5	275,359,841,1766,2006,2145	0
6	792,1887	2
7		2
8	1405	0
9	200,288,447,619,777,977,1497,1517,1541	2
10	483,519,578,1693,1874	1
11		0
12	606,1178,1758,2285	2
13	860,2185,2285	0
14		1
15	316,447,453,552,642,656,712,743,760,792,812,827,883,887,910,930,997,1144,1163,1427,1565,1569,1599,1629,1665,1709,1713,1744,1765,1776,1850,1928,2069,2084,2095,2175,2217,2322	4
16	22,40,82,98,202,239,407,520,598,616,754,855,856,1010,1383,1400,1447,1766,1799,1879,2279	4
17	35,49,143,323,403,404,475,482,589,675,684,873,895,974,1012,1073,1087,1155,1231,1331,1457,1494,1773,1788,1911,1973,1976,2152,2184,2260	4
18	816	1
19		0
20	47,80,145,365,442,531,568,618,687,751,832,954,1223,1377,1518,1535,1673,1700,1816,1951,1982,2164,2178,2179,2312	3
21	950	0
22	19,332,1219,1800,1998,2002	2
23	482,777,1024,1083,1205,1219,1454,1617,1780,2039,2125,2319	0
24	325,885	1
25	637	1
26	307,316,636,1024,1304,1571,1616,1780,2154,2197,2226	2
27	98,169,452,959	3
28	155,218,466,1187,1686,1912	2
29	259,417,509,556,601,704,758,762,1012,1059,1176,1524,1583,1691,1720,1742,1793,1794,1860,1944,2073,2078,2322	2
30	73,345,348,372,448,473,763,1244,1245,1316,1390,1401,1413,1443,1672,1685,1737,1803,1853,2218,2267	2
31	1541	0
32	1206,1538	2
33		2
34	238,390,446,471,472,478,553,610,738,946,1002,1030,1241,1398,1438,1475,1508,1538,1542,1564,1684,1692,1945,2025,2050,2084,2175,2215,2312	3
35	246,302,673,773,1041,1290,1319,1416,1528,1661,1729,1766,2236,2267	1
36	22,56,65,68,166,178,180,181,239,266,337,344,437,469,497,536,683,701,776,777,806,814,850,902,923,956,982,1000,1016,1037,1054,1076,1385,1400,1455,1500,1562,1628,1635,1637,1685,1693,1755,1826,1855,1933,2234,2236,2242	4
37	792	0
38	285,1602	1
39	60,941,1195,1651,2014,2310	3
40	107,193,443,1206,1438,1759,1793,1891,2042,2220,2275	3
41	45,1493	0
42	2055,2073,2145	0
43	3,16,205,210,259,374,531,632,648,770,792,803,823,901,918,1008,1096,1134,1263,1265,1292,1452,1501,1518,1564,1700,1745,1758,1816,1862,1930,2059,2164,2179,2232	3
44	92,239,249,413,496,669,678,706,808,895,1158,1171,1193,1246,1514,1622,1881,1995,2028,2118,2145,2197	3
45	95,688,808,834,858,902,974,985,1217,1309,1433,1503,1563,1635,1653,1666,1831,1832,1865,1903,1938,1956,2012,2041,2064,2200,2234,2269	4
46	1545,1766,1784,1803	3
47	122,238,777,977,1203,1523,1693,1948	2
48	307,650,1002	2
49	196,770,841,1040,1045,1178,1345,2168	2
50	347,674,858,1506,1529,1706,2026	4
51		1
52	70,124,200,479,860,871,874,920,1343,1372,1449,2018,2029,2045,2105	3
53	1644,1691,1793,2024,2228,2230	2
54	32,33,41,85,106,152,155,174,243,344,401,432,433,434,513,613,634,652,663,706,780,804,945,1023,1086,1094,1142,1157,1197,1247,1287,1401,1405,1458,1482,1642,1644,1669,1752,1775,1801,1833,1861,1881,1896,1927,1953,1959,1965,2018,2036,2080,2087,2115,2116,2189,2231,2241,2244,2248,2282,2313	3
55	1009,2168	1
56	716,1067	1
57	56,76,155,178,201,566,572,612,721,753,792,809,814,833,929,1022,1048,1384,1455,1478,1490,1575,1632,1635,1793,1860,1929,2040,2041,2064,2066,2204,2246,2247,2305	4
58	272,536,614,709,770,920,1136,1139,1312,1405,1973,2086,2220	3
59		1
60	13,79,296,387,406,414,577,586,652,657,686,750,775,808,811,880,902,924,941,1075,1117,1131,1136,1212,1213,1371,1461,1529,1545,1556,1576,1598,1711,1766,1831,1968,2012,2018,2091,2104,2155,2157,2174,2313,2321	3
61	2285	0
62	95,536,2188,2266	1
63	459	2
64	25,146,230,420,463,471,531,618,832,946,1077,1265,1475,1564,1624,1745,1787,1816,1945,2025,2102,2127,2257,2280,2309	3
65	25,887,1322,2285	1
66	954	0
67	85,431,455,473,745,941,1811,1905,2135	2
68	2152	1
69	1719,1824	1
70		0
71	722,947,1541	0
72	1948	1
73	118,207,224,567,717,1101,1343,2276	3
74	120,316,481,583,630,809,1082,1155,1247,1319,1367,1483,1844,1934,2099,2194	4
